Sr No.,Company Name,Estab_year,Employees_count,Location,Designation,Involvement,Skills,HR_Name,Experience,linkedIN,Industry,LinkedIn Emp Count,LinkedIn Followers
639,Regalo Kitchens,2008,200 - 500,Delhi,Interior Designer,Full Time,Interior Design,Shreya Mishra,0-3 Years,https://www.linkedin.com/company/regalo-kitchens-pvt.-ltd/about/,Furniture and Home Furnishings Manufacturing,217 employees,"23,841 followers"
640,Skillovilla,2020,50 - 200,Bangalore,Team Leader,Full Time,"Sales,Business Development,Direct Sales,Telecalling,Corporate Sales",Ameesha Srivastava,2-3 Years,https://www.linkedin.com/company/skillovilla/about/,E-Learning Providers,90 employees,"12,470 followers"
641,Bito,2021,Oct-50,Work From Home,Backend Developer,Full Time,"Golang,Java,Spring",Amrit Kumar Dash,2-4 Years,https://www.linkedin.com/company/bitodev/,Software Development,21 employees,"7,322 followers"
642,Codemonk,2018,Oct-50,Bangalore,Sales Intern (Internship),Internship,"Business Development,Corporate Sales,Sales",Kokila Joseph,0,https://www.linkedin.com/company/codemonk/,IT Services and IT Consulting,38 employees,"14,397 followers"
643,Entri.app,2015,50 - 200,Bangalore,DSML Mentor,Full Time,"Machine Learning,Python,R",Akhila Challa,1-5 Years,https://www.linkedin.com/company/entri-me/about/,E-learning,826 employees,"17,332 followers"
644,InterviewVector,2020,Oct-50,Gurgaon,Sales Manger,Full Time,"Business Development,Corporate Sales,Direct Sales,International Sales,Sales",Anupriya Sharma,5-9 Years,https://www.linkedin.com/company/interviewvector,Software Development,39 employees,"9,120 followers"
645,Kapable,2019,Oct-50,Delhi,Talent Acquisition Specialist,Full Time,"Non IT Recruitment,Recruitment",Hr Kapable,1-3 Years,https://www.linkedin.com/company/kapable-club/,E-Learning Providers,36 employees,"17,662 followers"
646,LenDenClub,2014,Oct-50,Mumbai,Sr. Manager - Product Designer,Full Time,"UX Design,Figma,Adobe XD,Wireframing,Sketch",Priya Desai,3-6 Years,https://www.linkedin.com/company/lenden-club/,Financial Services,207 employees,"16,171 followers"
647,Mantra Labs,2009,50 - 200,Bangalore,PHP Developer,Full Time,"PHP,CodeIgniter",Kavya Shree M S,3-6 Years,https://www.linkedin.com/company/mantra-labs/?originalSubdomain=in,IT Services and IT Consulting,253 employees,"20,144 followers"
648,Medi Assist,2002,More than 1000,Mumbai,Deputy Manager - Financial Planning and Analysis,Full Time,"Chartered Accountant,Financial Planning,Variance Analysis,Budgeting,Cash Flow Management",Shilpi Lalotra,3-7 Years,https://www.linkedin.com/company/medi-assist/,Hospitals and Health Care,"2,652 employees","20,801 followers"
649,Mercury Solutions Limited,2000,50 - 200,Gurgaon,Sales Executive,Full Time,"Direct Sales,Sales,Telecalling",Shivika Bhatnagar,1-5 Years,https://www.linkedin.com/company/mercurysolutionslimited/about/,Education Management,85 employees,"4,866 followers"
650,NextBillion AI,2019,Oct-50,Work From Home,Junior Business Development Representative,Full Time,"Business Development,Lead Generation,Sales,Telecalling,International Sales",Shivkumar Gurram,3-5 Years,https://www.linkedin.com/company/nextbillion-ai/,Software Development,117 employees,"9,600 followers"
651,1Bstories,2021,Oct-50,Work From Home,Frontend Designer,Full Time,"Next.js,React.js,SSR,HTML,CSS",Mansi Bhutani,4-8 Years,https://www.linkedin.com/company/1bstories/,IT Services and IT Consulting,29 employees,"1,490 followers"
652,App2food,2014,Oct-50,Gurgaon,Full Stack Developer - PHP,Full Time,"PHP,JavaScript,Laravel,CodeIgniter,React.js",Himanshu Kumar Sinha,7-9 Years,https://www.linkedin.com/company/app2food/about/,IT Services and IT Consulting,3 employees,14 followers
653,Blowhorn,2014,200 - 500,Bangalore,Senior Marketing Manager,Full Time,"ATL,Brand Management,BTL,Digital Marketing,Marketing Communication",Falak Faiz,3-7 Years,https://www.linkedin.com/company/blowhorn,"Transportation, Logistics, Supply Chain and Storage",432 employees,"18,354 followers"
654,Cholamandalam MS General Insurance,2001,500 - 1000,Chennai,Software Integration Developer,Full Time,"WSO2,Data Integration,Java",Bhuvaneshwari T,5-8 Years,https://www.linkedin.com/company/cholamandalam-ms-general-insurance-co--ltd-/about/,Insurance,"4,139 employees","61,953 followers"
655,Cornerstone OnDemand,1999,More than 1000,Hyderabad,Associate Technical Consultant,Full Time,"Salesforce,ServiceNow",Prakriti Gupta,2-5 Years,https://www.linkedin.com/company/cornerstone-ondemand/,Software Development,"3,088 employees","116,833 followers"
656,Keka HR,2016,50 - 200,Hyderabad,Wordpress Developer,Full Time,"SEO,Wordpress,PHP,JavaScript",Shrishti Singh,2-4 Years,https://www.linkedin.com/company/keka-hr,Human Resources Services,829 employees,"49,502 followers"
657,Luganodes,2022,Oct-50,Work From Home,Tech Laed,Full Time,"Node.js,React.js,JavaScript,AWS,Python",Manju Kumari,7-12 Years,https://www.linkedin.com/company/luganodes/about/,Financial Services,24 employees,"2,936 followers"
658,Porter,2014,500 - 1000,Bangalore,Lead Business Analyst,Full Time,"Python,SQL,Data Visualization,Machine Learning,AB Testing",Dipika Khandge,5-7 Years,https://www.linkedin.com/company/theporter-in/,"Technology, Information and Internet","1,947 employees","76,751 followers"
659,Ushur,2014,50 - 200,Bangalore,Senior Software Engineer,Full Time,"Java,JavaScript,Node.js,Spring",Priyanka Nair,4-6 Years,https://www.linkedin.com/company/ushur-me/,Software Development,231 employees,"34,341 followers"
660,Vymo,2013,50 - 200,Bangalore,Frontend Developer,Full Time,"React.js,JavaScript,HTML,CSS,CMS",Meghnakashyap Pandey,3-6 Years,https://www.linkedin.com/company/vymo/,Information Technology & Services,498 employees,"112,501 followers"
661,Amazon,1994,More than 1000,Bangalore,UI & UX Designer,Full Time,"Adobe XD,InVision,Figma,HTML,UX Design",Sanjay Sinha,3-8 Years,https://www.linkedin.com/company/amazon,Software Development,"822,544 employees","31,649,775 followers"
662,Druva,2008,500 - 1000,Pune,Engineering Manager,Full Time,"C,C++,Golang,Python",Roma Dhameja,12-16 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,158 followers"
663,Druva,2008,500 - 1000,Pune,Engineering Manager - Cloudapps,Full Time,".NET,C,C++,Golang,Java,Python,ASP.NET,C#,Django,Flask,Hibernate,Spring",Roma Dhameja,12-16 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,158 followers"
664,GoGroup,2019,50 - 200,Noida,Senior Software Engineer,Full Time,"CSS,HTML,JavaScript,React.js",Pooja Jamwal,3-5 Years,https://www.linkedin.com/company/gogroup/about/,Venture Capital and Private Equity Principals,93 employees,"4,940 followers"
665,Krones,1951,More than 1000,Bangalore,Frontend Developer,Full Time,".NET,C#,TypeScript,Docker,React.js",Sanskrithi Shetty,10-12 Years,https://www.linkedin.com/company/krones/,Machinery Manufacturing,"6,640 employees","130,190 followers"
666,Nadcab Labs,2015,50 - 200,Allahabad,BDE - Inside Sales,Full Time,"Business Development,Sales",Simran K,1-2 Years,http://www.linkedin.com/company/nadcab,Blockchain Services,81 employees,"11,326 followers"
667,Rippling,2016,More than 1000,Bangalore,Senior Software Engineer,Full Time,"C++,Java,Python,Django,Hibernate,J2EE,Spring",Vinoth Kumar,3-7 Years,https://www.linkedin.com/company/rippling/,Software Development,"2,232 employees","83,238 followers"
668,RupiCard,2022,0 - 10,Bangalore,Moition Graphic Designer,Full Time,"Graphic Design,Motion Graphics,Illustrator",Narkish M,1-3 Years,https://www.linkedin.com/company/rupicard/about/,Financial Services,7 employees,265 followers
669,Vymo,2013,50 - 200,Bangalore,Technical Lead - Backend,Full Time,"Java,Node.js,Elasticsearch,MongoDB",Sagar Mangtani,6-11 Years,https://www.linkedin.com/company/vymo/,Information Technology & Services,498 employees,"112,501 followers"
670,Wissen Technology,1997,200 - 500,Mumbai,Axiom Developer,Full Time,Axiom,Saumya Jaiswal,3-7 Years,https://www.linkedin.com/company/wissen-technology/about/,IT Services and IT Consulting,"1,167 employees","67,521 followers"
671,Addverb Technologies,2016,50 - 200,Noida,AR / VR Developer,Full Time,"Augmented Reality,Virtual Reality,C#,3D Animation,Neural Networks",Reenal Rawal,2-7 Years,https://www.linkedin.com/company/addverb/,Automation Machinery Manufacturing,854 employees,"50,434 followers"
672,Addverb Technologies,2016,50 - 200,Noida,Game Developer,Full Time,"Game Design,Game Development,Game Testing,Unreal,C#",Reenal Rawal,2-7 Years,https://www.linkedin.com/company/addverb/,Automation Machinery Manufacturing,854 employees,"50,434 followers"
673,Bizongo,2014,200 - 500,Bangalore,Technical Implementation Specialist,Full Time,"Customer Interaction,Customer Relationship,Customer Service,Key Account Management",Alisha Mehta,3-6 Years,-----,Not Available,Not Available,Not Available
674,Druva,2008,500 - 1000,Pune,Senior Staff Software Engineer,Full Time,"C,C++,Golang,Java,Python,Django,Flask,Hibernate,Spring,Struts",Roma Dhameja,6-10 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,158 followers"
675,Druva,2008,500 - 1000,Pune,Senior Staff Software Engineer (M365),Full Time,".NET,C,C++,Golang,Java,Python,ASP.NET,C#,Django,Flask,Hibernate,SharePoint,Spring,Struts",Roma Dhameja,6-10 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,158 followers"
676,eShopbox,2012,50 - 200,Pune,Software Development Engineer - 1,Full Time,"Java,Spring,Microservices,Hibernate,MongoDB",Blessy Fernandes,1-2 Years,-----,Not Available,Not Available,Not Available
677,Hub,2021,50 - 200,Gurgaon,UX Designer,Full Time,"UX Design,Figma,Adobe XD,InVision,Photoshop",Roshan Muniraj,3-5 Years,https://www.linkedin.com/company/hubplatform/about/,Financial Services,105 employees,"1,184 followers"
678,Techmaghi,2021,Oct-50,Ernakulam,Senior Business Development Associate,Full Time,"Business Development,Corporate Sales,International Sales,Sales",Sreechitra Narayanan,2-5 Years,https://www.linkedin.com/company/techmaghi/about/,E-Learning Providers,107 employees,"1,881 followers"
679,Terrascope,2022,50 - 200,Work From Home,Senior Fullstack Developer,Full Time,"Express.js,MongoDB,Node.js,React.js,TypeScript",Sougat Das,5-9 Years,https://www.linkedin.com/company/terrascope-climatetech/,Software Development,101 employees,"3,872 followers"
680,Tredence Inc,2013,500 - 1000,Bangalore,Presales Solution Architect,Full Time,"Presales,Solution Architecture,Data Warehousing,RFI,RFP",Bhoomika Gm,13-18 Years,https://www.linkedin.com/company/tredence/,Business Consulting and Services,"1,949 employees","192,184 followers"
681,13DesignStreet,2012,Oct-50,Gurgaon,Customer Success Manager,Full Time,"Customer Relationship,Customer Interaction",Sunidhi Sinha,1-5 Years,https://www.linkedin.com/company/13designstreet/about/,IT Services and IT Consulting,20 employees,707 followers
682,Addverb Technologies,2016,50 - 200,Noida,NLP / Conversational AI Engineer,Full Time,"Machine Learning,NLP,TensorFlow,Computer Vision,PyTorch",Reenal Rawal,2-7 Years,https://www.linkedin.com/company/addverb/,Automation Machinery Manufacturing,854 employees,"50,434 followers"
683,Cosmonet Solutions,1998,50 - 200,Bangalore,Angular With .NET - Full Stack Developer,Full Time,".NET,ASP.NET,Angular",Ramu Undefined,4-5 Years,https://www.linkedin.com/company/cosmonet-solutions/about/,IT Services and IT Consulting,58 employees,"2,178 followers"
684,DealShare.in,2018,500 - 1000,Work From Home,Java Architect,Full Time,"Java,Architecture,Data Structures",Kanika Ahuja,6-11 Years,https://www.linkedin.com/company/dealshare-in/?originalSubdomain=in,"Technology, Information and Internet","1,511 employees","127,217 followers"
685,Live Your Best Life,2022,50 - 200,Noida,Product Manager,Full Time,Product Management,Anjali Singh,1-3 Years,https://www.linkedin.com/company/lyblhealthcare/about/,"Technology, Information and Internet",76 employees,"1,358 followers"
686,NexTurn,2021,50 - 200,Gurgaon,Oracle Financial Functional Consultant,Full Time,"Oracle General Ledger,Oracle Order Management,Oracle Receivables,Receivables Management",Venkatesh Tangirala,10-15 Years,https://www.linkedin.com/company/nexturntech/about/,IT Services and IT Consulting,215 employees,"3,076 followers"
687,NexTurn,2021,50 - 200,Gurgaon,Oracle Financial Technical Specialist,Full Time,"Oracle General Ledger,Oracle Order Management,Oracle Receivables,Receivables Management",Venkatesh Tangirala,9-14 Years,https://www.linkedin.com/company/nexturntech/about/,IT Services and IT Consulting,215 employees,"3,076 followers"
688,NxtWave,2020,More than 1000,Work From Home,Talent Acquisition - Intern (Internship),Internship,"Non IT Recruitment,Recruitment",Sai Pavani Yayi,0,https://www.linkedin.com/company/nxtwavetech/about/,Education Administration Programs,"4,986 employees","144,500 followers"
689,Richpanel,2018,Oct-50,Bangalore,Full Stack Developer,Full Time,"JavaScript,Angular,Node.js,React.js,Vue.js",Ayushi Aeran,3-7 Years,https://www.linkedin.com/company/richpanel/about/,Software Development,29 employees,"17,896 followers"
690,upGrad for Business,2008,50 - 200,Work From Home,B2B - Sales Executive,Full Time,"Corporate Sales,Telecalling",Rahul Tharika,1-2 Years,https://www.linkedin.com/company/upgradforbusiness/about/,Education,110 employees,"19,609 followers"
691,Anudip Foundation,2007,200 - 500,Kolkata,E - Learning Content Developer,Full Time,"InDesign,Photoshop,Illustrator,3D Animation,HTML",Ameesha Srivastava,2-3 Years,https://linkedin.com/company/anudip-foundation-for-social-welfare,Non-profit Organizations,932 employees,"18,248 followers"
692,Cosmonet Solutions,1998,50 - 200,Bangalore,.NET Developer,Full Time,".NET,Angular,SQL,ASP.NET,TypeScript",Geethan G,4-9 Years,https://www.linkedin.com/company/cosmonet-solutions/about/,IT Services and IT Consulting,58 employees,"2,178 followers"
693,Encore Software Services,1998,200 - 500,Chennai,ASP.NET Developer - Azure Lead,Full Time,"ASP.NET,Azure,Azure DevOps Server",Alexander Jebasingh,7-12 Years,https://www.linkedin.com/company/encore-software-services/about/,Information Technology & Services,218 employees,"7,873 followers"
694,Healthi,2014,Oct-50,Bangalore,Office Administrator,Full Time,"Inventory Management,Logistics Management,Material Management,Procurement,Vendor Management",Diana Nunez,2-6 Years,-----,Not Available,Not Available,Not Available
695,Masters' Union,2020,Oct-50,Ludhiana,Sales Manager,Full Time,"Business Development,Corporate Sales,Direct Sales,Sales,Telecalling",Sheetal Kushwaha,2-6 Years,https://www.linkedin.com/school/mastersunion/,Education Administration Programs,373 employees,"52,564 followers"
696,Upstox,2010,200 - 500,Mumbai,Product Manager 2,Full Time,Product Management,Awais Shaikh,3-7 Years,https://www.linkedin.com/company/upstox/about/,Financial Services,"1,662 employees","99,220 followers"
697,Wipro,1945,More than 1000,Bangalore,Android Developer,Full Time,"Android,Automotive Infotainment",Leesha Dsouza,5-10 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,462 followers"
698,Wipro,1945,More than 1000,Bangalore,Angular Developer,Full Time,"Angular,Python",Sumithra Rai Shetty,5-10 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,462 followers"
699,Wipro,1945,More than 1000,Bangalore,Drupal Developer,Full Time,Drupal,Sumithra Rai Shetty,5-10 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,463 followers"
700,Wipro,1945,More than 1000,Bangalore,React / Node.js Developer,Full Time,"React.js,Node.js",Sumithra Rai Shetty,5-10 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,463 followers"
701,Bullspree,2020,Oct-50,Kolkata,Senior Backend Engineer,Full Time,"Node.js,MySQL,Laravel,AWS,Docker",Mahalakshmi S,7-12 Years,https://www.linkedin.com/company/bullspree/,Capital Markets,23 employees,"2,055 followers"
702,Cholamandalam MS General Insurance,2001,500 - 1000,Chennai,Software Developer,Full Time,"Appian,Java,Pega,IBM BPM,Drools",Udeshna Boruah Kalita,5-10 Years,https://www.linkedin.com/company/cholamandalam-ms-general-insurance-co--ltd-/about/,Insurance,"4,139 employees","61,953 followers"
703,Druva,2008,500 - 1000,Pune,Staff & Sr. Staff Engineer,Full Time,"Data Structures,Algorithms,Microservices",Prashanthi T,4-9 Years,https://www.linkedin.com/company/druva/mycompany/,Software Development,"1,237 employees","72,158 followers"
704,Flash,2022,Oct-50,Bangalore,Product Manager,Full Time,"Product Management,Data Analysis,Consumer Software",Sonam Yadav,4-9 Years,https://www.linkedin.com/company/flashmonk/about/,"Technology, Information and Internet",61 employees,"6,592 followers"
705,Ninja Van,2014,More than 1000,Hyderabad,DevOps / Site Reliability Engineer,Full Time,"Build Tools,CI - CD,Linux,Ansible,AWS,Bamboo,Chef,Codeship,Docker,Google Cloud,Jenkins,Kubernetes,Maven,OpenStack",Priya Ummadi,8-12 Years,https://www.linkedin.com/company/ninja-van/about/,Truck Transportation,"4,604 employees","90,607 followers"
706,SBD Automotive,1997,50 - 200,Bangalore,Research Analyst,Full Time,Automobile Engineering,Swatee Paithankar,1-5 Years,https://www.linkedin.com/company/sbdautomotive/about/,Motor Vehicle Manufacturing,143 employees,"6,786 followers"
